"STRAT_P","PHYID_P","MAILWGT","POPDOC","SPECCAT","IPAPHO","MCAIDINS","MCAREINS","OWNS1","NPCMH","NACO","NP4P","NMU","MIPS","APM","NOPROG","UNKPROG","EMEDREC","HHSMU","EHRSAT","ESDOH","EBEHAV","ECPOE","ESCRIP","TELEMEDICINE","TELEMEDPCT","TELEMEDTOOL1","TELEMEDTOOL2","TELEMEDTOOL3","TELEMEDTOOL4","TELEMEDTOOL5","TELEMEDISSUES1","TELEMEDISSUES2","TELEMEDISSUES3","TELEMEDISSUES4","TELEMEDISSUES5","TELEMEDISSUES6","TELEMEDQUAL","TELEMEDSAT","TELEMEDCONT","CSFREQ","CSELECT","PDMPFREQ","PDMPCHECK","PDMPSTATE","PDMP1","PDMP2","PDMP3","PDMP4","PDMP5","PDMP6","PDMP7","PDMP8","PDMP9","METHSEHRWEB","METHREHRWEB","NSEARCH","INTPHI","CINPOC","EUSEPHIOUT","TIMEOUT","STAFFSUP","EASEDOC","TIMEDOC","WCOMPEMR","COMPTYPE","WAVECOMP","MDDO","PHYSEX","PAGE50","DISPEMR","YEAR","PSIZECAT_P","NUMLOC_P","SETTING_P","EHRNAME"
135.0,6691.0,402.38465,16023.01826,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,-8.0,3.0,4.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2021.0,1.0,1.0,1.0,3.0
135.0,1281.0,402.38465,16023.01826,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-9.0,1.0,-9.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2021.0,1.0,1.0,1.0,11.0
135.0,259.0,402.38465,16023.01826,3.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,2.0,1.0,1.0,-7.0
135.0,9931.0,402.38465,16023.01826,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,-8.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-8.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2021.0,1.0,1.0,1.0,11.0
135.0,10277.0,402.38465,16023.01826,3.0,-8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-8.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-8.0,-8.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2021.0,3.0,1.0,2.0,3.0
135.0,7839.0,402.38465,16023.01826,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2021.0,3.0,2.0,1.0,6.0
135.0,1814.0,402.38465,16023.01826,3.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,3.0,1.0,1.0,7.0
135.0,2310.0,402.38465,16023.01826,3.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2021.0,4.0,1.0,1.0,2.0
135.0,8504.0,402.38465,16023.01826,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2021.0,2.0,2.0,1.0,11.0
135.0,9399.0,402.38465,16023.01826,3.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,1.0,3.0,1.0,11.0
135.0,8804.0,402.38465,16023.01826,3.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-8.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2021.0,1.0,3.0,1.0,-7.0
135.0,8832.0,402.38465,16023.01826,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,1.0,-8.0,2.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2021.0,3.0,1.0,1.0,6.0
135.0,1680.0,491.86568,16023.01826,3.0,-9.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,3.0,1.0,1.0,-8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,1.0,2.0,1.0,4.0
135.0,5106.0,402.38465,16023.01826,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,4.0,2.0,-8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2021.0,2.0,2.0,1.0,4.0
131.0,851.0,61.9397,1860.57192,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2021.0,3.0,1.0,2.0,11.0
131.0,8943.0,61.9397,1860.57192,1.0,-8.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,-8.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2021.0,4.0,1.0,2.0,6.0
131.0,8589.0,61.9397,1860.57192,1.0,-8.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2021.0,3.0,2.0,2.0,3.0
131.0,5461.0,61.9397,1860.57192,1.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,-9.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2021.0,4.0,1.0,2.0,3.0
131.0,2134.0,61.9397,1860.57192,1.0,-8.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,-8.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,4.0,1.0,2.0,4.0
131.0,2303.0,61.9397,1860.57192,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2021.0,3.0,2.0,2.0,3.0
131.0,2878.0,61.9397,1860.57192,1.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-8.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,-8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2021.0,4.0,1.0,2.0,11.0
131.0,7053.0,59.46211,1860.57192,1.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-8.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,-9.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2021.0,3.0,1.0,2.0,3.0
131.0,2899.0,59.46211,1860.57192,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,3.0,1.0,1.0,4.0
131.0,9505.0,62.59316,1860.57192,1.0,2.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,5.0,2.0,2.0,11.0
131.0,5527.0,62.59316,1860.57192,1.0,-8.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2021.0,3.0,1.0,2.0,6.0
131.0,3389.0,62.59316,1860.57192,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,3.0,2.0,1.0,4.0
131.0,8251.0,62.93671,1860.57192,3.0,-8.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,2.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,5.0,1.0,2.0,6.0
131.0,1349.0,62.59316,1860.57192,1.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,5.0,-8.0,-8.0,-8.0,-7.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-8.0,-8.0,1.0,-8.0,2.0,-9.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,4.0,2.0,2.0,3.0
131.0,2428.0,59.32766,1860.57192,2.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2021.0,3.0,1.0,1.0,6.0
131.0,2884.0,60.03756,1860.57192,3.0,2.0,-8.0,-8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2021.0,3.0,1.0,2.0,11.0
131.0,1098.0,60.03756,1860.57192,3.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2021.0,1.0,1.0,1.0,9.0
131.0,2979.0,70.0621,1860.57192,3.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-8.0,2.0,-8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-8.0,-8.0,-8.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2021.0,5.0,1.0,1.0,7.0
131.0,10051.0,43.12946,1860.57192,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2021.0,4.0,1.0,1.0,10.0
131.0,7015.0,67.94792,1860.57192,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,4.0,2.0,1.0,8.0
131.0,1671.0,67.94792,1860.57192,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,1.0,2.0,-8.0,-8.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2021.0,1.0,2.0,1.0,11.0
131.0,9139.0,67.94792,1860.57192,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,4.0,3.0,2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-8.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,3.0,3.0,1.0,8.0
131.0,4929.0,48.67911,1860.57192,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,-9.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2021.0,1.0,3.0,1.0,7.0
131.0,1133.0,70.0621,1860.57192,2.0,-8.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,-8.0,-8.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,5.0,1.0,1.0,6.0
131.0,2158.0,63.26352,1860.57192,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,3.0,2.0,1.0,4.0
131.0,7877.0,63.26352,1860.57192,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,-9.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,-8.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2021.0,1.0,1.0,1.0,11.0
131.0,2912.0,63.26352,1860.57192,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,-8.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-8.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,1.0,3.0,1.0,11.0
131.0,3470.0,63.26352,1860.57192,3.0,-8.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-8.0,2.0,-8.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,4.0,2.0,2.0,3.0
