"STRAT_P","PHYID_P","MAILWGT","POPDOC","SPECCAT","IPAPHO","MCAIDINS","MCAREINS","OWNS1","NPCMH","NACO","NP4P","NMU","MIPS","APM","NOPROG","UNKPROG","EMEDREC","HHSMU","EHRSAT","ESDOH","EBEHAV","ECPOE","ESCRIP","TELEMEDICINE","TELEMEDPCT","TELEMEDTOOL1","TELEMEDTOOL2","TELEMEDTOOL3","TELEMEDTOOL4","TELEMEDTOOL5","TELEMEDISSUES1","TELEMEDISSUES2","TELEMEDISSUES3","TELEMEDISSUES4","TELEMEDISSUES5","TELEMEDISSUES6","TELEMEDQUAL","TELEMEDSAT","TELEMEDCONT","CSFREQ","CSELECT","PDMPFREQ","PDMPCHECK","PDMPSTATE","PDMP1","PDMP2","PDMP3","PDMP4","PDMP5","PDMP6","PDMP7","PDMP8","PDMP9","METHSEHRWEB","METHREHRWEB","NSEARCH","INTPHI","CINPOC","EUSEPHIOUT","TIMEOUT","STAFFSUP","EASEDOC","TIMEDOC","WCOMPEMR","COMPTYPE","WAVECOMP","MDDO","PHYSEX","PAGE50","DISPEMR","YEAR","PSIZECAT_P","NUMLOC_P","SETTING_P","EHRNAME"
140.0,7538.0,28.56865,1605.8139,3.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,-8.0,-8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-8.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2021.0,3.0,1.0,2.0,6.0
140.0,6798.0,28.56865,1605.8139,3.0,-8.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,-8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.0,1.0,1.0,-8.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2021.0,2.0,1.0,2.0,11.0
140.0,1823.0,28.56865,1605.8139,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,-8.0,1.0,1.0,2.0,2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-8.0,2.0,-8.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2021.0,2.0,2.0,1.0,11.0
140.0,2775.0,28.56865,1605.8139,3.0,2.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,3.0,2.0,1.0,2.0,-7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,2.0,3.0,2.0,11.0
140.0,6064.0,28.56865,1605.8139,3.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,2.0,1.0,1.0,1.0,1.0,1.0,-8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,-8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,4.0,1.0,2.0,11.0
140.0,8666.0,22.92542,1605.8139,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-8.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,2.0,3.0,1.0,11.0
140.0,4059.0,28.56865,1605.8139,3.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2021.0,4.0,2.0,2.0,1.0
140.0,10234.0,22.92542,1605.8139,3.0,-8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-8.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2021.0,5.0,2.0,2.0,11.0
119.0,4378.0,460.70829,15407.52417,1.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,-9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2021.0,5.0,1.0,2.0,6.0
119.0,8242.0,460.70829,15407.52417,1.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2021.0,3.0,1.0,1.0,6.0
119.0,2613.0,310.09108,15407.52417,1.0,-8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2021.0,4.0,1.0,2.0,6.0
119.0,9279.0,460.70829,15407.52417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2021.0,3.0,3.0,1.0,2.0
119.0,2592.0,468.68865,15407.52417,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,-8.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-8.0,2.0,1.0,-8.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,3.0,1.0,1.0,6.0
119.0,2903.0,468.68865,15407.52417,1.0,-8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,-8.0,3.0,-8.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2021.0,2.0,2.0,1.0,3.0
119.0,5096.0,468.68865,15407.52417,1.0,-8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2021.0,5.0,1.0,2.0,6.0
119.0,7763.0,468.68865,15407.52417,1.0,-8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2021.0,4.0,1.0,2.0,6.0
119.0,1968.0,468.68865,15407.52417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,-8.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,-8.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,3.0,1.0,1.0,11.0
119.0,4029.0,449.1323,15407.52417,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,-7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,1.0,1.0,1.0,11.0
119.0,3708.0,449.1323,15407.52417,1.0,-8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,3.0,1.0,1.0,11.0
119.0,8478.0,449.1323,15407.52417,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-8.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-8.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,-8.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2021.0,2.0,1.0,1.0,4.0
119.0,10113.0,467.03856,15407.52417,3.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,-8.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,5.0,3.0,2.0,6.0
119.0,9748.0,439.03676,15407.52417,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,-8.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-8.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,3.0,1.0,1.0,6.0
119.0,7903.0,439.03676,15407.52417,3.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2021.0,2.0,1.0,2.0,6.0
119.0,8032.0,439.03676,15407.52417,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2021.0,4.0,1.0,1.0,1.0
119.0,1759.0,477.15038,15407.52417,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2021.0,2.0,1.0,1.0,6.0
119.0,2034.0,467.03856,15407.52417,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-8.0,2.0,-8.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2021.0,5.0,2.0,1.0,6.0
119.0,6978.0,467.03856,15407.52417,3.0,-8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,-8.0,-8.0,1.0,1.0,1.0,-8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-8.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2021.0,3.0,3.0,1.0,6.0
119.0,9786.0,467.03856,15407.52417,3.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,-8.0,3.0,1.0,1.0,1.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,4.0,1.0,1.0,6.0
119.0,2487.0,240.11855,15407.52417,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,2.0,-8.0,-8.0,-8.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2021.0,1.0,3.0,1.0,7.0
119.0,3498.0,523.77321,15407.52417,3.0,-8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-8.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2021.0,4.0,1.0,1.0,7.0
119.0,10238.0,467.03856,15407.52417,3.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-8.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2021.0,1.0,1.0,2.0,11.0
119.0,1104.0,467.03856,15407.52417,3.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,-8.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,-8.0,-8.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2021.0,3.0,1.0,2.0,11.0
119.0,2719.0,467.03856,15407.52417,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,-7.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-8.0,1.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,3.0,2.0,1.0,11.0
119.0,9581.0,467.03856,15407.52417,3.0,-8.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-9.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2021.0,4.0,3.0,2.0,11.0
119.0,3436.0,467.03856,15407.52417,3.0,-8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,-8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,-8.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2021.0,4.0,1.0,2.0,6.0
119.0,7089.0,467.03856,15407.52417,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2021.0,1.0,1.0,1.0,-7.0
119.0,8762.0,467.03856,15407.52417,3.0,-8.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2021.0,4.0,1.0,2.0,11.0
119.0,1945.0,463.88789,15407.52417,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2021.0,1.0,3.0,1.0,11.0
119.0,4428.0,463.88789,15407.52417,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-8.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,2.0,3.0,1.0,-9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2021.0,5.0,2.0,1.0,6.0
119.0,5626.0,467.03856,15407.52417,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,-8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2021.0,3.0,3.0,1.0,1.0
119.0,5648.0,467.03856,15407.52417,3.0,-8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,-8.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2021.0,5.0,3.0,2.0,6.0
119.0,1689.0,467.03856,15407.52417,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-8.0,2.0,-8.0,2.0,1.0,5.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2021.0,5.0,1.0,1.0,8.0
